#Drucktemperatur = 225
#Heizbetttemperatur = 60
#Materialmenge = 32
#Infill = 10
#Lagenhoehe = 0.2
#Wand = 2
#Nivellierung = 1
timestamp,power
2024-12-05 15:30:27.318971,29
2024-12-05 15:30:37.449479,386
2024-12-05 15:30:47.489536,85
2024-12-05 15:30:57.525719,61
2024-12-05 15:31:07.564030,104
2024-12-05 15:31:17.605797,107
2024-12-05 15:31:27.645444,85
2024-12-05 15:31:37.681997,106
2024-12-05 15:31:47.724788,93
2024-12-05 15:31:57.765699,96
2024-12-05 15:32:07.807311,84
2024-12-05 15:32:17.851422,94
2024-12-05 15:32:27.888365,93
2024-12-05 15:32:37.973715,102
2024-12-05 15:32:48.016043,102
2024-12-05 15:32:58.080548,104
2024-12-05 15:33:08.145424,106
2024-12-05 15:33:18.185150,117
2024-12-05 15:33:28.224108,122
2024-12-05 15:33:38.269129,61
2024-12-05 15:33:48.308624,128
2024-12-05 15:33:58.361022,115
2024-12-05 15:34:08.403998,124
2024-12-05 15:34:18.443684,66
2024-12-05 15:34:28.482036,131
2024-12-05 15:34:38.523211,133
2024-12-05 15:34:48.564341,115
2024-12-05 15:34:58.603989,69
2024-12-05 15:35:08.643680,124
2024-12-05 15:35:18.688064,84
2024-12-05 15:35:28.737204,97
2024-12-05 15:35:38.775104,56
2024-12-05 15:35:48.816649,86
2024-12-05 15:35:58.855897,76
2024-12-05 15:36:08.898816,96
2024-12-05 15:36:18.936772,54
2024-12-05 15:36:28.980815,75
2024-12-05 15:36:39.024375,54
2024-12-05 15:36:49.065960,76
2024-12-05 15:36:59.105946,55
2024-12-05 15:37:09.143783,74
2024-12-05 15:37:19.182661,76
2024-12-05 15:37:29.224716,74
2024-12-05 15:37:39.269062,57
2024-12-05 15:37:49.309005,83
2024-12-05 15:37:59.360808,76
2024-12-05 15:38:09.488417,74
2024-12-05 15:38:19.530778,86
2024-12-05 15:38:29.569752,74
2024-12-05 15:38:39.604329,65
2024-12-05 15:38:49.645247,65
2024-12-05 15:38:59.684199,66
2024-12-05 15:39:09.723162,64
2024-12-05 15:39:19.764255,75
2024-12-05 15:39:29.803930,65
2024-12-05 15:39:39.846078,77
2024-12-05 15:39:49.887315,58
2024-12-05 15:39:59.930070,86
2024-12-05 15:40:10.071736,69
2024-12-05 15:40:20.110774,86
2024-12-05 15:40:30.151457,66
2024-12-05 15:40:40.193075,76
2024-12-05 15:40:50.233085,64
2024-12-05 15:41:00.276487,76
2024-12-05 15:41:10.317949,66
2024-12-05 15:41:20.355674,75
2024-12-05 15:41:30.394853,66
2024-12-05 15:41:40.497316,73
2024-12-05 15:41:50.536513,61
2024-12-05 15:42:00.575563,86
2024-12-05 15:42:10.619805,68
2024-12-05 15:42:20.659762,81
2024-12-05 15:42:30.699055,56
2024-12-05 15:42:40.739631,85
2024-12-05 15:42:50.778455,70
2024-12-05 15:43:00.816421,71
2024-12-05 15:43:10.857029,96
2024-12-05 15:43:20.896932,87
2024-12-05 15:43:30.936752,102
2024-12-05 15:43:40.976034,126
2024-12-05 15:43:51.017061,149
2024-12-05 15:44:01.056931,157
2024-12-05 15:44:11.095502,169
2024-12-05 15:44:21.134256,140
2024-12-05 15:44:31.176760,171
2024-12-05 15:44:41.216346,139
2024-12-05 15:44:51.256589,151
2024-12-05 15:45:01.298586,131
2024-12-05 15:45:11.339746,161
2024-12-05 15:45:21.380133,124
2024-12-05 15:45:31.420053,161
2024-12-05 15:45:41.459487,129
2024-12-05 15:45:51.500636,150
2024-12-05 15:46:01.542640,98
2024-12-05 15:46:11.580571,150
2024-12-05 15:46:21.671290,99
2024-12-05 15:46:31.712347,146
2024-12-05 15:46:41.755562,101
2024-12-05 15:46:51.797520,150
2024-12-05 15:47:01.853217,102
2024-12-05 15:47:11.892442,134
2024-12-05 15:47:21.934684,145
2024-12-05 15:47:31.972626,155
2024-12-05 15:47:42.013003,96
2024-12-05 15:47:52.053614,150
2024-12-05 15:48:02.092704,136
2024-12-05 15:48:12.132658,115
2024-12-05 15:48:22.173872,98
2024-12-05 15:48:32.214241,148
2024-12-05 15:48:42.253422,148
2024-12-05 15:48:52.313348,115
2024-12-05 15:49:02.350769,104
2024-12-05 15:49:12.389904,148
2024-12-05 15:49:22.427637,150
2024-12-05 15:49:32.468400,115
