#Drucktemperatur = 225
#Heizbetttemperatur = 60
#Materialmenge = 17
#Infill = 10
#Lagenhoehe = 0.12
#Wand = 3
#Nivellierung = 1
timestamp,power
2024-12-22 14:55:04.067387,11
2024-12-22 14:55:14.112494,962
2024-12-22 14:55:24.156058,983
2024-12-22 14:55:34.196410,914
2024-12-22 14:55:44.243378,375
2024-12-22 14:55:54.282011,92
2024-12-22 14:56:04.321699,165
2024-12-22 14:56:14.360427,105
2024-12-22 14:56:24.437637,136
2024-12-22 14:56:34.476202,142
2024-12-22 14:56:44.517161,133
2024-12-22 14:56:54.559946,95
2024-12-22 14:57:04.598661,109
2024-12-22 14:57:14.638964,117
2024-12-22 14:57:24.674268,123
2024-12-22 14:57:34.715923,91
2024-12-22 14:57:44.754852,124
2024-12-22 14:57:54.794812,119
2024-12-22 14:58:04.833111,126
2024-12-22 14:58:14.873542,93
2024-12-22 14:58:24.916006,134
2024-12-22 14:58:34.954458,94
2024-12-22 14:58:44.995544,124
2024-12-22 14:58:55.039398,95
2024-12-22 14:59:05.077828,127
2024-12-22 14:59:15.120381,84
2024-12-22 14:59:25.163206,143
2024-12-22 14:59:35.209424,110
2024-12-22 14:59:45.251484,131
2024-12-22 14:59:55.293438,89
2024-12-22 15:00:05.332403,115
2024-12-22 15:00:15.372622,76
2024-12-22 15:00:25.411360,84
2024-12-22 15:00:35.451263,54
2024-12-22 15:00:45.489668,73
2024-12-22 15:00:55.526447,54
2024-12-22 15:01:05.565411,71
2024-12-22 15:01:15.617454,50
2024-12-22 15:01:25.659102,83
2024-12-22 15:01:35.703925,65
2024-12-22 15:01:45.742402,124
2024-12-22 15:01:55.792550,152
2024-12-22 15:02:05.850139,161
2024-12-22 15:02:15.894967,125
2024-12-22 15:02:25.936487,153
2024-12-22 15:02:35.971073,152
2024-12-22 15:02:46.012036,109
2024-12-22 15:02:56.051306,107
2024-12-22 15:03:06.092768,144
2024-12-22 15:03:16.136512,163
2024-12-22 15:03:26.174099,116
2024-12-22 15:03:36.212898,106
2024-12-22 15:03:46.298226,143
2024-12-22 15:03:56.337247,150
2024-12-22 15:04:06.377029,115
2024-12-22 15:04:16.421278,151
2024-12-22 15:04:26.538884,134
2024-12-22 15:04:36.577504,140
2024-12-22 15:04:46.616814,113
2024-12-22 15:04:56.654535,161
2024-12-22 15:05:06.695120,144
2024-12-22 15:05:16.732986,141
2024-12-22 15:05:26.772546,105
2024-12-22 15:05:36.815175,150
2024-12-22 15:05:46.857320,153
2024-12-22 15:05:56.901304,141
2024-12-22 15:06:06.943001,111
2024-12-22 15:06:16.987582,149
2024-12-22 15:06:27.029321,104
2024-12-22 15:06:37.069274,149
2024-12-22 15:06:47.117463,106
2024-12-22 15:06:57.158364,148
2024-12-22 15:07:07.205583,105
2024-12-22 15:07:17.247174,140
2024-12-22 15:07:27.287199,108
2024-12-22 15:07:37.370360,148
2024-12-22 15:07:47.410916,104
2024-12-22 15:07:57.497019,129
2024-12-22 15:08:07.537168,97
2024-12-22 15:08:17.576694,149
2024-12-22 15:08:27.615296,96
2024-12-22 15:08:37.654596,124
2024-12-22 15:08:47.696691,104
2024-12-22 15:08:57.739246,132
2024-12-22 15:09:07.784766,97
2024-12-22 15:09:17.825456,136
2024-12-22 15:09:27.942232,97
2024-12-22 15:09:37.983444,122
2024-12-22 15:09:48.022359,141
2024-12-22 15:09:58.069111,132
2024-12-22 15:10:08.109750,131
2024-12-22 15:10:18.151207,134
2024-12-22 15:10:28.198379,139
2024-12-22 15:10:38.272661,101
2024-12-22 15:10:48.390536,140
2024-12-22 15:10:58.429075,133
2024-12-22 15:11:08.473771,140
2024-12-22 15:11:18.514900,103
2024-12-22 15:11:28.556335,139
2024-12-22 15:11:38.619484,105
2024-12-22 15:11:48.657601,140
2024-12-22 15:11:58.711425,104
2024-12-22 15:12:08.752091,140
2024-12-22 15:12:18.796626,108
2024-12-22 15:12:28.844267,127
2024-12-22 15:12:38.884123,106
2024-12-22 15:12:48.941435,128
2024-12-22 15:12:58.980664,97
2024-12-22 15:13:09.098247,140
2024-12-22 15:13:19.141387,107
2024-12-22 15:13:29.180666,129
2024-12-22 15:13:39.218908,97
2024-12-22 15:13:49.260417,133
2024-12-22 15:13:59.298648,105
2024-12-22 15:14:09.337396,139
2024-12-22 15:14:19.374714,97
2024-12-22 15:14:29.425257,122
2024-12-22 15:14:39.466129,101
2024-12-22 15:14:49.509302,138
2024-12-22 15:14:59.551370,90
2024-12-22 15:15:09.591820,122
2024-12-22 15:15:19.630862,107
2024-12-22 15:15:29.670829,149
2024-12-22 15:15:39.715176,87
2024-12-22 15:15:49.764146,133
2024-12-22 15:15:59.810266,96
2024-12-22 15:16:09.852363,129
2024-12-22 15:16:19.894374,82
2024-12-22 15:16:29.933721,133
2024-12-22 15:16:39.978223,130
2024-12-22 15:16:50.019543,124
2024-12-22 15:17:00.059390,86
2024-12-22 15:17:10.100606,113
2024-12-22 15:17:20.140529,129
2024-12-22 15:17:30.191470,134
2024-12-22 15:17:40.247262,129
2024-12-22 15:17:50.290193,122
2024-12-22 15:18:00.330911,129
2024-12-22 15:18:10.367348,124
2024-12-22 15:18:20.406827,129
2024-12-22 15:18:30.448895,108
2024-12-22 15:18:40.492177,137
2024-12-22 15:18:50.534892,103
2024-12-22 15:19:00.579007,130
2024-12-22 15:19:10.665439,111
2024-12-22 15:19:20.711683,128
2024-12-22 15:19:30.783813,103
2024-12-22 15:19:40.823465,138
2024-12-22 15:19:50.880293,104
2024-12-22 15:20:00.944379,129
2024-12-22 15:20:10.983758,94
2024-12-22 15:20:21.029036,128
2024-12-22 15:20:31.070387,98
2024-12-22 15:20:41.113121,126
2024-12-22 15:20:51.154916,89
2024-12-22 15:21:01.197383,138
2024-12-22 15:21:11.235301,106
2024-12-22 15:21:21.277477,128
2024-12-22 15:21:31.318735,86
2024-12-22 15:21:41.360580,122
2024-12-22 15:21:51.402320,96
2024-12-22 15:22:01.445006,128
2024-12-22 15:22:11.486064,88
2024-12-22 15:22:21.528867,123
2024-12-22 15:22:31.571664,111
2024-12-22 15:22:41.613156,128
2024-12-22 15:22:51.750727,88
2024-12-22 15:23:01.792694,122
2024-12-22 15:23:11.837436,137
2024-12-22 15:23:21.879722,126
2024-12-22 15:23:31.920228,80
2024-12-22 15:23:41.962324,112
2024-12-22 15:23:52.019146,127
2024-12-22 15:24:02.061235,126
2024-12-22 15:24:12.105018,81
2024-12-22 15:24:22.147941,123
2024-12-22 15:24:32.193672,128
2024-12-22 15:24:42.243288,103
2024-12-22 15:24:52.290647,82
2024-12-22 15:25:02.412204,123
2024-12-22 15:25:12.452177,128
2024-12-22 15:25:22.492852,103
2024-12-22 15:25:32.533323,118
2024-12-22 15:25:42.580131,114
2024-12-22 15:25:52.617392,118
2024-12-22 15:26:02.655829,108
2024-12-22 15:26:12.703024,117
2024-12-22 15:26:22.745005,91
2024-12-22 15:26:32.789134,130
2024-12-22 15:26:42.838794,107
2024-12-22 15:26:52.886005,127
2024-12-22 15:27:02.996914,97
2024-12-22 15:27:13.064969,128
2024-12-22 15:27:23.115243,99
2024-12-22 15:27:33.158496,127
2024-12-22 15:27:43.196906,99
2024-12-22 15:27:53.237632,119
2024-12-22 15:28:03.285413,81
2024-12-22 15:28:13.336195,138
2024-12-22 15:28:23.387702,88
2024-12-22 15:28:33.429168,127
2024-12-22 15:28:43.472141,79
2024-12-22 15:28:53.514591,118
2024-12-22 15:29:03.563945,82
2024-12-22 15:29:13.604553,127
2024-12-22 15:29:23.651520,80
2024-12-22 15:29:33.706493,114
2024-12-22 15:29:43.749817,79
2024-12-22 15:29:53.789101,127
2024-12-22 15:30:03.830184,81
2024-12-22 15:30:13.870417,115
2024-12-22 15:30:23.912941,120
2024-12-22 15:30:33.959728,113
2024-12-22 15:30:44.003528,82
2024-12-22 15:30:54.044184,114
2024-12-22 15:31:04.091256,118
2024-12-22 15:31:14.131536,98
2024-12-22 15:31:24.170766,80
2024-12-22 15:31:34.213803,125
2024-12-22 15:31:44.255817,109
2024-12-22 15:31:54.295172,106
2024-12-22 15:32:04.338347,80
2024-12-22 15:32:14.379425,124
2024-12-22 15:32:24.419014,118
2024-12-22 15:32:34.456788,99
2024-12-22 15:32:44.496102,81
2024-12-22 15:32:54.539971,115
2024-12-22 15:33:04.583881,119
2024-12-22 15:33:14.626149,93
2024-12-22 15:33:24.682153,118
2024-12-22 15:33:34.727206,115
2024-12-22 15:33:44.768145,120
2024-12-22 15:33:54.808041,105
2024-12-22 15:34:04.849744,119
2024-12-22 15:34:14.887267,100
2024-12-22 15:34:25.035067,120
2024-12-22 15:34:35.073382,107
2024-12-22 15:34:45.116554,120
2024-12-22 15:34:55.163518,83
2024-12-22 15:35:05.205006,120
2024-12-22 15:35:15.249590,98
2024-12-22 15:35:25.325751,129
2024-12-22 15:35:35.456026,81
2024-12-22 15:35:45.495561,118
2024-12-22 15:35:55.535453,82
2024-12-22 15:36:05.575261,120
2024-12-22 15:36:15.624620,82
2024-12-22 15:36:25.672855,105
2024-12-22 15:36:35.720831,83
2024-12-22 15:36:45.760182,117
2024-12-22 15:36:55.799592,78
2024-12-22 15:37:05.844267,114
2024-12-22 15:37:15.905150,84
2024-12-22 15:37:25.945302,117
2024-12-22 15:37:35.984966,119
2024-12-22 15:37:46.028109,116
2024-12-22 15:37:56.073645,82
2024-12-22 15:38:06.114656,117
2024-12-22 15:38:16.153268,119
2024-12-22 15:38:26.200994,98
2024-12-22 15:38:36.250070,85
2024-12-22 15:38:46.311236,116
2024-12-22 15:38:56.364812,108
2024-12-22 15:39:06.406149,94
2024-12-22 15:39:16.456687,120
2024-12-22 15:39:26.505597,114
2024-12-22 15:39:36.540565,110
2024-12-22 15:39:46.584779,100
