#Drucktemperatur = 225
#Heizbetttemperatur = 60
#Materialmenge = 157
#Infill = 10
#Lagenhoehe = 0.2
#Wand = 3
#Nivellierung = 1
timestamp,power
2024-12-01 13:23:31.967021,10
2024-12-01 13:23:42.004587,973
2024-12-01 13:23:52.041340,939
2024-12-01 13:24:02.080601,910
2024-12-01 13:24:12.116989,886
2024-12-01 13:24:22.241477,490
2024-12-01 13:24:32.278959,69
2024-12-01 13:24:42.317907,116
2024-12-01 13:24:52.356610,156
2024-12-01 13:25:02.397063,176
2024-12-01 13:25:12.434626,158
2024-12-01 13:25:22.473911,88
2024-12-01 13:25:32.590725,164
2024-12-01 13:25:42.726543,147
2024-12-01 13:25:52.769268,133
2024-12-01 13:26:02.901346,167
2024-12-01 13:26:12.940736,138
2024-12-01 13:26:22.978628,127
2024-12-01 13:26:33.018139,140
2024-12-01 13:26:43.058079,144
2024-12-01 13:26:53.097090,77
2024-12-01 13:27:03.162773,149
2024-12-01 13:27:13.202290,136
2024-12-01 13:27:23.251564,154
2024-12-01 13:27:33.291206,77
2024-12-01 13:27:43.333811,162
2024-12-01 13:27:53.375178,138
2024-12-01 13:28:03.415386,167
2024-12-01 13:28:13.470066,80
2024-12-01 13:28:23.507210,173
2024-12-01 13:28:33.548455,139
2024-12-01 13:28:43.668393,195
2024-12-01 13:28:53.705982,82
2024-12-01 13:29:03.794523,168
2024-12-01 13:29:13.854416,77
2024-12-01 13:29:23.896294,121
2024-12-01 13:29:33.934277,63
2024-12-01 13:29:43.972789,106
2024-12-01 13:29:54.015539,57
2024-12-01 13:30:04.055502,94
2024-12-01 13:30:14.094172,55
2024-12-01 13:30:24.133507,76
2024-12-01 13:30:34.172225,56
2024-12-01 13:30:44.212750,94
2024-12-01 13:30:54.253193,97
2024-12-01 13:31:04.292508,105
2024-12-01 13:31:14.330707,98
2024-12-01 13:31:24.369789,95
2024-12-01 13:31:34.408509,108
2024-12-01 13:31:44.446727,82
2024-12-01 13:31:54.485577,108
2024-12-01 13:32:04.529146,95
2024-12-01 13:32:14.577278,109
2024-12-01 13:32:24.621514,88
2024-12-01 13:32:34.660165,106
2024-12-01 13:32:44.701933,104
2024-12-01 13:32:54.742823,98
2024-12-01 13:33:04.782956,82
2024-12-01 13:33:14.823060,106
2024-12-01 13:33:24.861280,92
2024-12-01 13:33:34.898832,107
2024-12-01 13:33:44.937902,80
2024-12-01 13:33:54.972673,97
2024-12-01 13:34:05.107066,65
2024-12-01 13:34:15.151085,96
2024-12-01 13:34:25.188280,78
2024-12-01 13:34:35.228811,98
2024-12-01 13:34:45.265757,74
2024-12-01 13:34:55.303782,96
2024-12-01 13:35:05.340240,82
2024-12-01 13:35:15.377812,95
2024-12-01 13:35:25.413030,71
2024-12-01 13:35:35.453884,107
2024-12-01 13:35:45.495439,70
2024-12-01 13:35:55.535228,95
2024-12-01 13:36:05.576231,70
2024-12-01 13:36:15.619314,96
2024-12-01 13:36:25.656803,67
2024-12-01 13:36:35.717606,83
2024-12-01 13:36:45.755826,67
2024-12-01 13:36:55.797356,84
2024-12-01 13:37:05.838558,69
2024-12-01 13:37:15.877603,84
2024-12-01 13:37:25.915411,86
2024-12-01 13:37:35.954268,90
2024-12-01 13:37:45.993547,68
2024-12-01 13:37:56.032919,82
2024-12-01 13:38:06.072710,98
